id,source_dataset,label,min_log_prob,mean_log_prob,mean_token_prob,token_prob_std,mean_entropy,max_entropy,entropy_std,log_perplexity,log_mean_token_rank,log_max_token_rank,log_rank_std,exact_match_agreement,mean_pairwise_similarity,min_pairwise_similarity,max_pairwise_similarity,pairwise_similarity_std,mean_pairwise_entailment,mean_pairwise_contradiction,nli_disagreement
halueval-3409,halueval,1,-7.936343193054199,-1.7649453077792714,0.5777390950388508,0.43913068758695367,1.1255366098484956,3.544400453567505,1.2641765926411253,1.7649453077792714,1.6894806201076369,3.1780538303479458,2.072833826112684,0.0,0.8265830278396606,0.7597368955612183,0.9022613763809204,0.045774590224027634,0.30343623491434235,0.008184439429860142,0.3523741022577589
halueval-6034,halueval,1,-9.502425193786621,-4.265198199245788,0.23075739449723187,0.41386403830283824,1.3280959627591074,2.79868745803833,1.0129561624840195,4.265198199245788,1.9095425048844386,2.4849066497880004,1.6004183986309375,0.2,0.6195945739746094,0.33758145570755005,1.0,0.24514509737491608,0.46831952684435707,0.30009876119988654,0.41588961717776474
halueval-1239,halueval,0,-10.336350440979004,-3.7739817383117042,0.3577193534210892,0.4669522103424722,2.259246955625713,4.880070686340332,2.1070416611745775,3.7739817383117042,5.6011958858811,6.9782137426306985,6.283825881420629,0.1,0.6116954684257507,0.09162088483572006,1.0,0.3549766540527344,0.29363886171991394,0.40640525850409903,0.5563831983920926
halueval-4890,halueval,1,-11.889552116394043,-2.7384099218435645,0.5260919872503109,0.4425930382281202,0.9189534197175817,2.4555370807647705,0.9394205963397231,2.7384099218435645,4.020877410340228,6.42648845745769,5.182517718042531,1.0,1.0,1.0,1.0,0.0,0.9891719777909069,0.002053307448355296,0.006440664828724189
halueval-5462,halueval,0,-1.5731960535049438,-0.525273416559988,0.7349200497070948,0.4568633940399747,0.6475919787772,1.9209808111190796,1.102823174436512,0.525273416559988,0.8472978603872036,1.0986122886681098,0.45574639440832615,0.2,0.6919001936912537,0.4716988205909729,1.0,0.24922974407672882,0.5430612087915703,0.07291490756904115,0.26492684938873545
halueval-1130,halueval,1,-5.810670852661133,-0.7296901515077796,0.7564789804468013,0.3621077667411431,0.5997254490945995,3.243706226348877,0.883762964557922,0.7296901515077796,0.9753796482441616,2.1972245773362196,0.9710213114600986,0.1,0.7815955877304077,0.6385015249252319,1.0,0.11867209523916245,0.5106806866220353,0.004244621697250551,0.2467819675376075
halueval-1717,halueval,1,-8.924708366394043,-0.9946438884768819,0.7793378626578488,0.35293619860077213,0.33933702499683327,1.295430302619934,0.45287131237011785,0.9946438884768819,1.3694872428035094,3.4011973816621555,2.106049826970316,0.0,0.7931181192398071,0.5684363842010498,0.9973576068878174,0.14525829255580902,0.6455358828512064,0.0012960627145611257,0.17788008993167725
halueval-5853,halueval,0,-1.0876421928405762,-0.29388573416508734,0.7890200763940811,0.2431356980294309,0.5616174234698216,1.1048483848571777,0.4117761205458696,0.2938857341650873,0.7731898882334818,1.0986122886681098,0.34234658484830527,0.2,0.7412241101264954,0.5531401038169861,1.0,0.19342561066150665,0.5944330195151406,0.007715319222947999,0.2066411498539037
halueval-9293,halueval,0,-0.9711641073226929,-0.48612279252847657,0.6887805610895157,0.43860216947955877,1.3651615688577294,2.7191050052642822,1.914765170452181,0.4861227925284766,0.6931471805599453,0.6931471805599453,0.0,0.2,0.5342743396759033,0.3249199688434601,1.0,0.2511305510997772,0.2951694958903376,0.5830494674734625,0.6439399857915625
halueval-9363,halueval,0,-2.7090296745300293,-0.7223011135793058,0.7252981532365084,0.44560154584151873,0.8579436643049121,2.749558210372925,1.2957140720316673,0.7223011135793057,0.9162907318741551,1.3862943611198906,0.6931471805599453,0.4,0.9347199201583862,0.8911998271942139,1.0,0.05330098047852516,0.8794849354594115,0.003324881836889633,0.061919973188739076
halueval-9204,halueval,1,-7.81038761138916,-1.7752579630359833,0.6524561122787418,0.40589919173275013,0.8337079915072536,2.6485373973846436,0.8001149702880475,1.7752579630359833,2.545531271604435,4.820281565605037,3.585220543728559,0.6,0.8452447652816772,0.6131119728088379,1.0,0.18953564763069153,0.989693906422135,0.0022806370490649304,0.006293365313464908
halueval-7635,halueval,1,-2.2645998001098633,-0.489143819138917,0.7648292064666748,0.3565975045012281,0.3134630958469643,0.9349520802497864,0.3690085762292378,0.48914381913891697,0.7884573603642702,1.0986122886681098,0.35180903955339216,0.6,0.808294415473938,0.5207362174987793,0.9999998211860657,0.23479026556015015,0.7914101124606503,0.004203894557274277,0.10639689104831195
halueval-1353,halueval,1,-10.017452239990234,-5.009506391303148,0.4992426486733166,0.7059726302964375,0.0849942322820425,0.15622253715991974,0.10073203478313966,5.009506391303148,3.1135153092103742,3.7612001156935624,3.4009099413100836,1.0,0.9871951341629028,0.9679878950119019,0.9999998807907104,0.015682604163885117,0.9894139806872075,0.0015502665754558928,0.006068142944124106
halueval-6699,halueval,1,-10.719681739807129,-4.167251319624484,0.3351684009408018,0.4078596943854884,1.118253480643034,2.255729913711548,0.7715438685171082,4.167251319624484,2.833213344056216,4.31748811353631,3.310471911456612,0.1,0.7133437395095825,0.48423102498054504,1.0,0.19016852974891663,0.7848265889789311,0.031361048376219426,0.12326722969864418
halueval-8917,halueval,1,-4.5207648277282715,-0.46714392925724724,0.8144792496692389,0.3263793857255682,0.23201870617485837,1.2326701879501343,0.3640597747274994,0.4671439292572472,0.8109302162163288,1.6094379124341003,0.5402001756818915,0.4,0.9582049250602722,0.9281749129295349,1.0,0.024606572464108467,0.9090710999497869,0.04490608021425913,0.06791749013223616
halueval-184,halueval,0,-0.1773969829082489,-0.08882990242273081,0.918592244386673,0.11475630116055248,0.4824989923508838,0.9623994827270508,0.6786817820794744,0.08882990242273073,0.6931471805599453,0.6931471805599453,0.0,1.0,0.9738034009933472,0.9563391208648682,1.0,0.021389374509453773,0.9856930707102072,0.001196572085795194,0.007751750687794052
halueval-7015,halueval,1,-13.256986618041992,-1.2603698994626409,0.6837003562006837,0.37569397468087357,0.9347896742917025,5.0483317375183105,1.3583808190925242,1.2603698994626409,2.6683849447097785,5.3706380281276624,3.845782920515077,1.0,1.0,1.0,1.0,0.0,0.9852563655781921,0.0038929132320157634,0.009318273826911763
halueval-8121,halueval,1,-10.250186920166016,-1.2638730055466774,0.7814386065157041,0.3862368210958679,0.20470456291381692,0.9823545813560486,0.3214120953255543,1.2638730055466774,0.8979415932059586,1.6094379124341003,0.7108522572570224,1.0,1.0,1.0,1.0,0.0,0.9732265740547325,0.0019719230068239715,0.014372674476045778
halueval-8119,halueval,1,-13.376052856445312,-1.03032888169465,0.7713502971100812,0.37045263240988385,0.4919211789655444,3.4512786865234375,0.7377199476841952,1.03032888169465,2.3412996051747363,5.652489180268651,3.847346217440104,0.1,0.8377324342727661,0.7199082970619202,1.0,0.07992017269134521,0.3524896273650978,0.053432512468897006,0.3504714425518996
halueval-3481,halueval,1,-13.972355842590332,-3.7380939832643585,0.3628025694572301,0.47118354759722675,0.6731946442644888,1.7011668682098389,0.6327545082877819,3.7380939832643585,3.8969093676180977,6.26530121273771,5.0189072188679615,1.0,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,0.9892921825397188,0.0015624153607361638,0.006135116410508687
halueval-2021,halueval,1,-7.680396556854248,-1.1561555697224226,0.6485347899295831,0.40915147379902017,0.7717031391680633,2.95180606842041,0.7187158313094751,1.1561555697224226,1.3322271398496148,3.295836866004329,1.9038048739536648,1.0,1.0,1.0,1.0,0.0,0.9864028131534169,0.0015173677157378235,0.007557277281160374
halueval-7892,halueval,0,-0.3330889642238617,-0.06564478577056435,0.9439637959003448,0.1174047152319126,0.2143692984333029,1.314363956451416,0.46051497323829643,0.06564478577056444,0.6931471805599453,0.6931471805599453,0.0,0.6,0.8235832452774048,0.5547062158584595,0.9999997615814209,0.21092979609966278,0.7923883568635566,0.002982811884175059,0.10529722751030927
halueval-922,halueval,1,-4.889924049377441,-1.8778314143419266,0.32326884414734586,0.3231568334168157,1.9211060489927019,3.3147006034851074,1.1946708371860826,1.8778314143419266,1.0986122886681098,1.6094379124341003,0.7676517525907618,0.3,0.773208737373352,0.6085766553878784,0.9999998807907104,0.1580972671508789,0.4172631726681596,0.5710671239718381,0.5769019756518392
halueval-3618,halueval,1,-12.75239086151123,-2.0627745193382907,0.6017195602246034,0.432185382695495,0.7511989432343398,2.6908206939697266,0.8916017193109151,2.0627745193382907,1.8325814637483102,3.6888794541139363,2.407780021754132,1.0,0.9927101135253906,0.9817752838134766,0.9999999403953552,0.00892822165042162,0.9557540329497731,0.021486934541779336,0.03286645079600296
halueval-3508,halueval,0,-1.1309069395065308,-0.815842479467392,0.46439969539642334,0.20033644643943857,2.405730187892914,3.579253911972046,1.6596131663592903,0.815842479467392,0.6931471805599453,0.6931471805599453,0.0,0.2,0.32277265191078186,-0.02108629047870636,1.0,0.36065202951431274,0.19832584189372143,0.7657131971832128,0.7836936776447457
halueval-3756,halueval,0,-9.081348419189453,-4.646868348121643,0.4043822202911542,0.5717219278624808,1.7697319090366364,2.9356064796447754,1.6487956297799389,4.646868348121643,4.791649752930709,5.476463551931511,5.12743596378152,0.1,0.7503993511199951,0.46217501163482666,1.0,0.17241531610488892,0.45738243585628807,0.13537707783651542,0.33899732099011365
halueval-2137,halueval,0,-1.6922507286071777,-0.8467598701827228,0.5914182439446449,0.576028343760166,1.6825579311698675,3.348029136657715,2.3553319665427814,0.8467598701827229,0.9162907318741551,1.0986122886681098,0.5347999967395705,0.6,0.7290685772895813,0.32267147302627563,1.0,0.33182185888290405,0.5942260144203108,0.3983917354162637,0.40208286049797654
halueval-5978,halueval,0,-4.575457572937012,-4.575457572937012,0.010301584377884865,0.0,2.6398496627807617,2.6398496627807617,0.0,4.575457572937012,2.6390573296152584,2.6390573296152584,0.0,0.3,0.5818740129470825,0.16889730095863342,0.9999998807907104,0.35085541009902954,0.7143600892767883,0.00843267947819033,0.147036295100701
halueval-9235,halueval,1,-2.601987838745117,-0.799462882685475,0.6078079872661166,0.36480155304938044,0.8180300612972738,1.8332908153533936,0.7078472790405135,0.7994628826854752,0.9382696385929303,1.6094379124341003,0.700020383416857,0.2,0.9142277836799622,0.8458741903305054,1.0,0.0525660403072834,0.6822687132863109,0.004892492575269783,0.16131188964447946
halueval-3318,halueval,0,-4.794819355010986,-2.397827986686025,0.50371812004596,0.700665924821804,1.0966339618898928,2.1848087310791016,1.5389115168195913,2.397827986686025,1.9459101490553132,2.4849066497880004,2.0882857922231177,1.0,1.0,1.0,1.0,0.0,0.9894989650743472,0.0017166636448833973,0.0061088492852680604
halueval-9699,halueval,1,-5.412404537200928,-1.410813987487927,0.6992170587182045,0.47237199780757877,0.48846645653247833,1.2369459867477417,0.575773350873332,1.410813987487927,1.3862943611198906,2.302585092994046,1.6094379124341003,1.0,1.0,1.0,1.0,0.0,0.9918186112731082,0.0009215287965168054,0.004551458761704356
halueval-2408,halueval,0,-0.06093849986791611,-0.022096990804736077,0.9785142540931702,0.03269828618370481,0.12986722310112478,0.35524725914001465,0.1959076288866871,0.022096990804736153,0.6931471805599453,0.6931471805599453,0.0,1.0,0.9820825457572937,0.9701376557350159,1.0,0.014629500918090343,0.9650242463376839,0.008271231597706288,0.021623492630011204
halueval-1304,halueval,1,-5.471327781677246,-0.9024026439728914,0.6455709896690678,0.3869346390407471,0.7412776881828904,2.682939291000366,0.7941339906078391,0.9024026439728913,0.965080896043587,1.791759469228055,0.7642861978560783,0.6,0.7871211171150208,0.46780282258987427,1.0,0.2607223093509674,0.7883999781844111,0.007570013532628405,0.10958501767410857
halueval-6032,halueval,1,-3.18843936920166,-0.3207972484988739,0.8422294673235977,0.2752428658152992,0.23245543206576258,0.9903729557991028,0.3271944406227782,0.320797248498874,0.750305594399894,1.0986122886681098,0.2867608348008037,0.6,0.7836228609085083,0.459057092666626,1.0,0.2650068402290344,0.5927890802153484,0.3990652178522546,0.4031380688184531
halueval-8393,halueval,1,-5.698447227478027,-0.9456077246681421,0.6911010778109942,0.4111213405370142,0.4656298288388089,2.555448532104492,0.7168761829140629,0.9456077246681421,1.2181574393178924,3.1354942159291497,1.7146904012049824,0.6,0.6972521543502808,0.2431304156780243,1.0,0.3707888722419739,0.7844696884111981,0.005065373430957273,0.1102978425098797
halueval-8469,halueval,0,-0.1708730161190033,-0.057366556328512765,0.9472342133522034,0.0903332529864616,0.34981390280881897,1.036109209060669,0.594382914177484,0.057366556328512855,0.6931471805599453,0.6931471805599453,0.0,1.0,0.9807740449905396,0.9679566621780396,1.0,0.015697967261075974,0.9890049119499839,0.0016072823116324072,0.006301185180824263
halueval-3137,halueval,0,-6.039671421051025,-1.8736110024619848,0.5436486311955377,0.49149297030270167,1.121239378117025,2.914777994155884,1.304598508606092,1.8736110024619848,2.0149030205422647,3.091042453358316,2.3714145377083184,0.6,0.7830751538276672,0.4576877951622009,1.0,0.26567763090133667,0.7903796865720201,0.003739810773225985,0.10668006210060295
halueval-3826,halueval,0,-0.9603837132453918,-0.9603837132453918,0.38274598121643066,0.0,2.990020513534546,2.990020513534546,0.0,0.960383713245392,0.6931471805599453,0.6931471805599453,0.0,0.4,0.5889456868171692,0.31154578924179077,1.0,0.3206183910369873,0.6503416048769581,0.04684104369168764,0.19824971940736474
halueval-606,halueval,0,-1.5530810356140137,-0.20928361421937325,0.8871155418455601,0.27560613817268353,0.38736939627597167,2.6273891925811768,0.9172000869198695,0.20928361421937325,0.7537718023763802,1.0986122886681098,0.302733275613608,0.1,0.5761924386024475,0.2584739625453949,0.9999998807907104,0.33523333072662354,0.5995778634083486,0.0071660602680716015,0.20379409842986146
halueval-7279,halueval,1,-1.6328011751174927,-0.782735237717538,0.5533612420161566,0.33619050597029326,1.06247220452254,2.026827335357666,0.703062260779545,0.7827352377175381,0.8938178760220964,1.0986122886681098,0.42333533140579593,1.0,1.0,1.0,1.0,0.0,0.9839247514257744,0.0023742776360822304,0.009224763105153867
halueval-2321,halueval,0,-0.41142669320106506,-0.1217760109284427,0.8971733152866364,0.15779710041147818,0.296427488559857,0.7749912738800049,0.338453033461438,0.12177601092844266,0.6931471805599453,0.6931471805599453,0.0,0.3,0.6932970285415649,0.4783959984779358,1.0,0.19047099351882935,0.28272644274545355,0.6895286550938805,0.7034011061742135
halueval-4864,halueval,0,-9.184565544128418,-9.184565544128418,0.00010261096758767962,0.0,0.6930518746376038,0.6930518746376038,0.0,9.184565544128418,2.3978952727983707,2.3978952727983707,0.0,0.0,0.8943536877632141,0.8159374594688416,0.9544133543968201,0.04768817499279976,0.027235395388678658,0.6301120880065555,0.8014383463089385
halueval-5649,halueval,1,-4.823488235473633,-0.6209524941772997,0.8043563665356487,0.35307588773602006,0.26599748639928295,1.3553322553634644,0.36208745600826425,0.6209524941772997,0.8544153281560676,1.791759469228055,0.6871728367390844,1.0,1.0,1.0,1.0,0.0,0.9670844024773511,0.012023328310437478,0.02246946291654324
halueval-4829,halueval,1,-9.699562072753906,-2.5401952476502427,0.49301385550400784,0.4534235509996444,0.8426429390383419,2.4479687213897705,0.8229861282384989,2.5401952476502427,1.4403615823901663,2.3978952727983707,1.533078500120374,0.2,0.37028759717941284,-0.07612083107233047,1.0,0.37443971633911133,0.31678945870398156,0.5409294655202392,0.6120700034081288
halueval-2058,halueval,0,-0.07016085088253021,-0.026299636306551594,0.9745104908943176,0.03669469458563675,0.16035191466410956,0.4140316843986511,0.22015432856742123,0.026299636306551615,0.6931471805599453,0.6931471805599453,0.0,0.6,0.855704128742218,0.6392607092857361,0.9999997615814209,0.1767253279685974,0.7883544495474679,0.008142063211155926,0.109893806831844
halueval-378,halueval,0,-1.5576143264770508,-0.39749013946857303,0.7946392931044102,0.3894116701686394,0.666396014392376,2.440279722213745,1.1833228823452115,0.3974901394685731,0.8109302162163288,1.0986122886681098,0.4054651081081644,0.6,0.8613570332527161,0.6533926725387573,0.9999998211860657,0.16980212926864624,0.5960687018319993,0.3956908348614294,0.3998110665147151
halueval-1298,halueval,0,-1.3338865041732788,-0.3011427533866871,0.8170681638377053,0.31463085611037506,0.2670184869784862,1.0519037246704102,0.4379368378965049,0.3011427533866871,0.7621400520468967,1.0986122886681098,0.32060739069832367,0.1,0.8536556363105774,0.722292423248291,1.0,0.11109993606805801,0.5168298911640952,0.2931823882010975,0.3881762485185011
halueval-4403,halueval,0,-2.5962789058685303,-1.3009991371072829,0.534423716366291,0.6503589894093124,0.5412061214447021,1.031435251235962,0.6932886840211598,1.3009991371072829,0.9162907318741551,1.0986122886681098,0.5347999967395705,0.3,0.7469265460968018,0.3874504566192627,1.0,0.29302260279655457,0.644865796570195,0.012275556046095416,0.1837048797379502
halueval-5646,halueval,0,-8.889516830444336,-4.444780647259904,0.500046680594096,0.7069778817592991,0.9879720262833871,1.9753658771514893,1.3963857753014672,4.444780647259904,3.713572066704308,4.382026634673881,4.028103774072927,1.0,1.0,1.0,1.0,0.0,0.8272879931487858,0.007336193679338429,0.09002410026527634
halueval-813,halueval,1,-11.470039367675781,-1.9702176454461138,0.5320466497253371,0.37715815686226534,1.1016821482176469,3.3713157176971436,1.0828285862099367,1.9702176454461138,2.905409635260705,5.1647859739235145,3.9703314950287734,0.1,0.8201905488967896,0.5479978322982788,0.9965868592262268,0.20205925405025482,0.44537848961195853,0.010502268304814863,0.28256188934642806
halueval-3774,halueval,0,-4.910538196563721,-1.6698803473579271,0.6376708201132715,0.5478876700943707,1.235416145529598,3.2303411960601807,1.7438454822424205,1.6698803473579271,1.791759469228055,2.6390573296152584,2.0704264311940213,0.1,0.8216214179992676,0.6274447441101074,0.9999998807907104,0.12711985409259796,0.4900471585910087,0.012589826427148745,0.26127133391807006
halueval-2337,halueval,0,-2.202162981033325,-0.5953487651677278,0.7133016631007194,0.40810724101580104,0.7640335412230342,2.2955574989318848,1.0499927900295607,0.5953487651677278,0.8754687373538999,1.3862943611198906,0.6389165189617602,0.0,0.48470163345336914,0.175306499004364,0.7800548076629639,0.19425450265407562,0.3036019541408723,0.06523047304366549,0.3808142594513966
halueval-5503,halueval,0,-0.05751935392618179,-0.019430401211138815,0.9811106324195862,0.032049042117233056,0.12791503872722387,0.37470170855522156,0.2137237761030525,0.019430401211138825,0.6931471805599453,0.6931471805599453,0.0,1.0,0.9938870668411255,0.9847177267074585,1.0,0.007486754562705755,0.9747082416937516,0.008760992954255722,0.01702637563025198
halueval-3482,halueval,0,-0.65730881690979,-0.09759359172185214,0.9242644488811493,0.16504995401961428,0.305439135117922,2.2018377780914307,0.7076093661119666,0.09759359172185218,0.6931471805599453,0.6931471805599453,0.0,0.4,0.8344777822494507,0.7124360799789429,1.0,0.12694592773914337,0.6873941831617124,0.0030781423612083686,0.15784197959974802
halueval-5565,halueval,1,-10.257991790771484,-1.8445528526363584,0.5888489957367711,0.4145257384045809,0.6425367709094038,2.165461301803589,0.6052926111476761,1.8445528526363584,1.2237754316221157,2.302585092994046,1.2920788138360246,0.1,0.9003645777702332,0.8244069814682007,1.0,0.053932372480630875,0.618327178331231,0.05486487655218388,0.21826884911047645
halueval-2154,halueval,0,-3.380127429962158,-1.4116283108790715,0.4628623587389787,0.413793987708418,1.6118311484654744,3.104564905166626,1.305626092922899,1.4116283108790715,1.3862943611198906,2.0794415416798357,1.496067988067636,0.0,0.42193642258644104,0.14612160623073578,0.8838256597518921,0.24350519478321075,0.10775572364376247,0.8256818995413159,0.8589630879487766
halueval-8495,halueval,0,-0.3079659044742584,-0.11244235247431789,0.9019999106725057,0.14537789958781053,0.6351241585798562,1.7107288837432861,0.936267111503321,0.1124423524743178,0.6931471805599453,0.6931471805599453,0.0,0.6,0.9148372411727905,0.7870932817459106,1.0,0.10430256277322769,0.7905278075469921,0.0022446694004505203,0.10585843092672914
halueval-1611,halueval,1,-8.17031478881836,-1.445009646358238,0.5511797087567271,0.4000993619563211,1.4948625721919693,6.289491653442383,1.6924202211215686,1.445009646358238,2.739140788172241,5.5093883366279774,4.04448278958795,0.3,0.6011559963226318,0.19042083621025085,1.0,0.31763318181037903,0.4953137204135617,0.3223693676424791,0.4135278236144586
halueval-1564,halueval,1,-5.909035682678223,-1.277805419935612,0.5740442432579584,0.4061445646126541,1.2108895604324061,5.041807174682617,1.5044669179392656,1.277805419935612,1.5789787049493917,3.9318256327243257,2.475555442683736,0.1,0.3485327661037445,0.1425023078918457,0.9999998807907104,0.23647703230381012,0.10093096156839701,0.8941230171932093,0.8965960278124062
halueval-9405,halueval,0,-0.4683871269226074,-0.15829433624943098,0.873175303141276,0.21405072761620186,0.6563815977424383,1.9081523418426514,1.084083948245082,0.15829433624943107,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,1.0,1.0,0.0,0.9576199484028308,0.016087379760721134,0.029233715678945088
halueval-5754,halueval,0,-9.888851165771484,-9.888851165771484,5.073722422821447e-05,0.0,2.188998222351074,2.188998222351074,0.0,9.888851165771484,5.429345628954441,5.429345628954441,0.0,0.1,0.7351795434951782,0.38555026054382324,1.0,0.248548686504364,0.5218781202618189,0.07200820636897572,0.27506504305357843
halueval-1996,halueval,1,-9.001431465148926,-1.3708300417226718,0.7920256429642905,0.3748367911853723,0.277296523974081,1.8516966104507446,0.5240595093224045,1.3708300417226718,1.289667525430819,2.8903717578961645,1.6647732572186096,0.6,0.7778855562210083,0.444713830947876,1.0,0.27203354239463806,0.594306398077524,0.39919506795499754,0.4024443349387368
halueval-7896,halueval,1,-8.08547306060791,-1.0491603601827852,0.6889854910342754,0.3987320053383409,0.6772687491794516,3.177173137664795,0.9064381583589018,1.0491603601827852,1.0296194171811581,2.0794415416798357,0.9713002787783533,0.1,0.6646137237548828,0.4784671664237976,0.9999997615814209,0.16027233004570007,0.3995102689180442,0.29148216350002254,0.44598594729098917
halueval-262,halueval,0,-5.506389617919922,-5.506389617919922,0.004060740582644939,0.0,2.765970230102539,2.765970230102539,0.0,5.506389617919922,2.995732273553991,2.995732273553991,0.0,0.2,0.8808921575546265,0.7872586250305176,1.0,0.08292335271835327,0.9701606432936828,0.0018173715144152718,0.015828364110366165
halueval-8107,halueval,0,-0.35305336117744446,-0.08985217826557346,0.9240479469299316,0.14767372357964634,0.32407898106612265,1.2280406951904297,0.6027055866295787,0.08985217826557354,0.6931471805599453,0.6931471805599453,0.0,0.6,0.6990455389022827,0.24761411547660828,0.9999998807907104,0.368592232465744,0.5952434487459903,0.39572613431574993,0.4002413427848798
halueval-6430,halueval,1,-4.406495094299316,-0.7631659921804813,0.7217261585242608,0.36688024392589863,0.6490257710444413,1.954277753829956,0.7203056030025373,0.7631659921804813,0.9509762898620451,2.0794415416798357,0.9491304865009073,1.0,1.0,1.0,1.0,0.0,0.9921533146341748,0.0008149814033307026,0.004330833384578028
halueval-396,halueval,0,-0.0909251868724823,-0.022955600878049154,0.9780472368001938,0.04330792910154374,0.11607705119240563,0.4549660384654999,0.22593332254649615,0.02295560087804926,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,1.0,1.0,0.0,0.9915182368520569,0.0012801805437172985,0.004880971845830239
halueval-6835,halueval,0,-1.276760220527649,-0.28393084876752256,0.8290298342704773,0.31241026334885286,0.4548244905337924,1.6465568542480469,0.7110815523509568,0.2839308487675225,0.7884573603642702,1.0986122886681098,0.36964004940249856,0.3,0.9798896908760071,0.9576001763343811,1.0,0.018181391060352325,0.8140355598317178,0.12035837390529329,0.1531614070367877
halueval-438,halueval,0,-1.125346064567566,-0.11481419184758579,0.930195552110672,0.21289966356920673,0.24930383050250385,2.3316869735717773,0.7328905313291626,0.11481419184758575,0.6931471805599453,0.6931471805599453,0.0,0.3,0.8136841058731079,0.6132526993751526,0.9999997615814209,0.15062496066093445,0.5894963920114036,0.017368459511468225,0.21393603375003237
halueval-9632,halueval,1,-3.464583396911621,-1.3436047062241414,0.4651700505055487,0.40125049834327586,1.159231883182656,2.3506197929382324,0.8656963542909595,1.3436047062241414,1.1394342831883648,1.791759469228055,0.9371310592087759,0.0,0.6800469160079956,0.4417080283164978,0.9385786056518555,0.14402227103710175,0.4653802870463336,0.13908954158647033,0.3368546272700683
