id,source_dataset,original_label,num_generations,exact_match_agreement,unique_response_ratio,majority_response_fraction,mean_pairwise_similarity,min_pairwise_similarity,max_pairwise_similarity,pairwise_similarity_std,generation_disagreement
halueval-5462,halueval,0,5,0.2,0.6,0.4,0.6919001936912537,0.4716988205909729,1.0,0.24922974407672882,0.30809980630874634
halueval-1130,halueval,1,5,0.1,0.8,0.4,0.7815955877304077,0.6385015249252319,1.0,0.11867209523916245,0.21840441226959229
halueval-1717,halueval,1,5,0.0,1.0,0.2,0.7931181192398071,0.5684363842010498,0.9973576068878174,0.14525829255580902,0.20688188076019287
halueval-5853,halueval,0,5,0.2,0.6,0.4,0.7412241101264954,0.5531401038169861,1.0,0.19342561066150665,0.25877588987350464
halueval-9293,halueval,0,5,0.2,0.6,0.4,0.5342743396759033,0.3249199688434601,1.0,0.2511305510997772,0.4657256603240967
halueval-9363,halueval,0,5,0.4,0.4,0.6,0.9347199201583862,0.8911998271942139,1.0,0.05330098047852516,0.06528007984161377
halueval-9204,halueval,1,5,0.6,0.4,0.8,0.8452447652816772,0.6131119728088379,1.0,0.18953564763069153,0.15475523471832275
halueval-7635,halueval,1,5,0.6,0.4,0.8,0.808294415473938,0.5207362174987793,0.9999998211860657,0.23479026556015015,0.191705584526062
halueval-1353,halueval,1,5,1.0,0.2,1.0,0.9871951341629028,0.9679878950119019,0.9999998807907104,0.015682604163885117,0.012804865837097168
halueval-6699,halueval,1,5,0.1,0.8,0.4,0.7133437395095825,0.48423102498054504,1.0,0.19016852974891663,0.2866562604904175
halueval-8917,halueval,1,5,0.4,0.4,0.6,0.9582049250602722,0.9281749129295349,1.0,0.024606572464108467,0.04179507493972778
halueval-184,halueval,0,5,1.0,0.2,1.0,0.9738034009933472,0.9563391208648682,1.0,0.021389374509453773,0.026196599006652832
halueval-7015,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-8121,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-8119,halueval,1,5,0.1,0.8,0.4,0.8377324342727661,0.7199082970619202,1.0,0.07992017269134521,0.1622675657272339
halueval-3481,halueval,1,5,1.0,0.2,1.0,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,1.1920928955078125e-07
halueval-2021,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-7892,halueval,0,5,0.6,0.4,0.8,0.8235832452774048,0.5547062158584595,0.9999997615814209,0.21092979609966278,0.17641675472259521
halueval-922,halueval,1,5,0.3,0.6,0.6,0.773208737373352,0.6085766553878784,0.9999998807907104,0.1580972671508789,0.22679126262664795
halueval-3618,halueval,1,5,1.0,0.2,1.0,0.9927101135253906,0.9817752838134766,0.9999999403953552,0.00892822165042162,0.007289886474609375
halueval-3508,halueval,0,5,0.2,0.6,0.4,0.32277265191078186,-0.02108629047870636,1.0,0.36065202951431274,0.6772273480892181
halueval-3756,halueval,0,5,0.1,0.8,0.4,0.7503993511199951,0.46217501163482666,1.0,0.17241531610488892,0.24960064888000488
halueval-2137,halueval,0,5,0.6,0.4,0.8,0.7290685772895813,0.32267147302627563,1.0,0.33182185888290405,0.2709314227104187
halueval-5978,halueval,0,5,0.3,0.6,0.6,0.5818740129470825,0.16889730095863342,0.9999998807907104,0.35085541009902954,0.4181259870529175
halueval-9235,halueval,1,5,0.2,0.6,0.4,0.9142277836799622,0.8458741903305054,1.0,0.0525660403072834,0.08577221632003784
halueval-3318,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-9699,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-2408,halueval,0,5,1.0,0.2,1.0,0.9820825457572937,0.9701376557350159,1.0,0.014629500918090343,0.0179174542427063
halueval-1304,halueval,1,5,0.6,0.4,0.8,0.7871211171150208,0.46780282258987427,1.0,0.2607223093509674,0.21287888288497925
halueval-6032,halueval,1,5,0.6,0.4,0.8,0.7836228609085083,0.459057092666626,1.0,0.2650068402290344,0.2163771390914917
halueval-8393,halueval,1,5,0.6,0.4,0.8,0.6972521543502808,0.2431304156780243,1.0,0.3707888722419739,0.30274784564971924
halueval-8469,halueval,0,5,1.0,0.2,1.0,0.9807740449905396,0.9679566621780396,1.0,0.015697967261075974,0.01922595500946045
halueval-3137,halueval,0,5,0.6,0.4,0.8,0.7830751538276672,0.4576877951622009,1.0,0.26567763090133667,0.21692484617233276
halueval-3826,halueval,0,5,0.4,0.4,0.6,0.5889456868171692,0.31154578924179077,1.0,0.3206183910369873,0.4110543131828308
halueval-606,halueval,0,5,0.1,0.8,0.4,0.5761924386024475,0.2584739625453949,0.9999998807907104,0.33523333072662354,0.4238075613975525
halueval-7279,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-2321,halueval,0,5,0.3,0.6,0.6,0.6932970285415649,0.4783959984779358,1.0,0.19047099351882935,0.30670297145843506
halueval-4864,halueval,0,5,0.0,1.0,0.2,0.8943536877632141,0.8159374594688416,0.9544133543968201,0.04768817499279976,0.10564631223678589
halueval-5649,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-4829,halueval,1,5,0.2,0.6,0.4,0.37028759717941284,-0.07612083107233047,1.0,0.37443971633911133,0.6297124028205872
halueval-2058,halueval,0,5,0.6,0.4,0.8,0.855704128742218,0.6392607092857361,0.9999997615814209,0.1767253279685974,0.14429587125778198
halueval-378,halueval,0,5,0.6,0.4,0.8,0.8613570332527161,0.6533926725387573,0.9999998211860657,0.16980212926864624,0.13864296674728394
halueval-1298,halueval,0,5,0.1,0.8,0.4,0.8536556363105774,0.722292423248291,1.0,0.11109993606805801,0.1463443636894226
halueval-4403,halueval,0,5,0.3,0.6,0.6,0.7469265460968018,0.3874504566192627,1.0,0.29302260279655457,0.25307345390319824
halueval-5646,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-813,halueval,1,5,0.1,0.8,0.4,0.8201905488967896,0.5479978322982788,0.9965868592262268,0.20205925405025482,0.17980945110321045
halueval-3774,halueval,0,5,0.1,0.8,0.4,0.8216214179992676,0.6274447441101074,0.9999998807907104,0.12711985409259796,0.17837858200073242
halueval-2337,halueval,0,5,0.0,1.0,0.2,0.48470163345336914,0.175306499004364,0.7800548076629639,0.19425450265407562,0.5152983665466309
halueval-5503,halueval,0,5,1.0,0.2,1.0,0.9938870668411255,0.9847177267074585,1.0,0.007486754562705755,0.006112933158874512
halueval-3482,halueval,0,5,0.4,0.4,0.6,0.8344777822494507,0.7124360799789429,1.0,0.12694592773914337,0.16552221775054932
halueval-5565,halueval,1,5,0.1,0.8,0.4,0.9003645777702332,0.8244069814682007,1.0,0.053932372480630875,0.09963542222976685
halueval-2154,halueval,0,5,0.0,1.0,0.2,0.42193642258644104,0.14612160623073578,0.8838256597518921,0.24350519478321075,0.578063577413559
halueval-8495,halueval,0,5,0.6,0.4,0.8,0.9148372411727905,0.7870932817459106,1.0,0.10430256277322769,0.08516275882720947
halueval-1611,halueval,1,5,0.3,0.6,0.6,0.6011559963226318,0.19042083621025085,1.0,0.31763318181037903,0.39884400367736816
halueval-1564,halueval,1,5,0.1,0.8,0.4,0.3485327661037445,0.1425023078918457,0.9999998807907104,0.23647703230381012,0.6514672338962555
halueval-9405,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-5754,halueval,0,5,0.1,0.8,0.4,0.7351795434951782,0.38555026054382324,1.0,0.248548686504364,0.2648204565048218
halueval-1996,halueval,1,5,0.6,0.4,0.8,0.7778855562210083,0.444713830947876,1.0,0.27203354239463806,0.2221144437789917
halueval-7896,halueval,1,5,0.1,0.8,0.4,0.6646137237548828,0.4784671664237976,0.9999997615814209,0.16027233004570007,0.3353862762451172
halueval-262,halueval,0,5,0.2,0.6,0.4,0.8808921575546265,0.7872586250305176,1.0,0.08292335271835327,0.11910784244537354
halueval-8107,halueval,0,5,0.6,0.4,0.8,0.6990455389022827,0.24761411547660828,0.9999998807907104,0.368592232465744,0.3009544610977173
halueval-6430,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-396,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-6835,halueval,0,5,0.3,0.6,0.6,0.9798896908760071,0.9576001763343811,1.0,0.018181391060352325,0.02011030912399292
halueval-438,halueval,0,5,0.3,0.6,0.6,0.8136841058731079,0.6132526993751526,0.9999997615814209,0.15062496066093445,0.1863158941268921
halueval-9632,halueval,1,5,0.0,1.0,0.2,0.6800469160079956,0.4417080283164978,0.9385786056518555,0.14402227103710175,0.3199530839920044
halueval-909,halueval,1,5,1.0,0.2,1.0,0.9999998211860657,0.9999998211860657,0.9999998211860657,0.0,1.7881393432617188e-07
halueval-4228,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-8756,halueval,0,5,0.6,0.4,0.8,0.8209031224250793,0.5522580146789551,0.9999998807907104,0.21934781968593597,0.17909687757492065
halueval-8958,halueval,1,5,0.0,1.0,0.2,0.9063502550125122,0.8364361524581909,0.9530755877494812,0.034985288977622986,0.09364974498748779
halueval-351,halueval,1,5,0.6,0.4,0.8,0.8230396509170532,0.5575989484786987,1.0,0.21673138439655304,0.17696034908294678
halueval-8371,halueval,0,5,1.0,0.2,1.0,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,1.1920928955078125e-07
halueval-858,halueval,0,5,0.1,0.8,0.4,0.6279271245002747,0.24201703071594238,0.9999999403953552,0.24306248128414154,0.37207287549972534
halueval-302,halueval,1,5,0.4,0.4,0.6,0.7617363929748535,0.6028941869735718,0.9999997615814209,0.19454120099544525,0.23826360702514648
halueval-6446,halueval,1,5,0.0,1.0,0.2,0.5724408030509949,0.3674677908420563,0.8598697185516357,0.17126262187957764,0.4275591969490051
halueval-5194,halueval,1,5,0.0,1.0,0.2,0.8693791627883911,0.8163518905639648,0.9132469892501831,0.03089449740946293,0.1306208372116089
halueval-2679,halueval,1,5,1.0,0.2,1.0,0.9837287068367004,0.9593217372894287,1.0,0.01992819830775261,0.01627129316329956
halueval-2882,halueval,0,5,0.0,1.0,0.2,0.9251374006271362,0.8430473804473877,0.963324785232544,0.03372384235262871,0.07486259937286377
halueval-6195,halueval,0,5,0.0,1.0,0.2,0.9213835000991821,0.8670099973678589,0.9808928966522217,0.033511895686388016,0.07861649990081787
halueval-3574,halueval,1,5,0.3,0.6,0.6,0.7126516103744507,0.49123895168304443,1.0,0.2082718312740326,0.2873483896255493
halueval-9344,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-6572,halueval,0,5,0.4,0.4,0.6,0.8633963465690613,0.772327184677124,1.0,0.11153644323348999,0.13660365343093872
halueval-1013,halueval,0,5,1.0,0.2,1.0,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,1.1920928955078125e-07
halueval-6480,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-9327,halueval,1,5,0.1,0.8,0.4,0.9284719228744507,0.8579524159431458,1.0,0.03997255116701126,0.07152807712554932
halueval-880,halueval,0,5,1.0,0.2,1.0,0.9936500787734985,0.9841251373291016,1.0,0.007777062244713306,0.006349921226501465
halueval-1221,halueval,1,5,0.6,0.4,0.8,0.8921874165534973,0.7304685115814209,1.0,0.13204291462898254,0.10781258344650269
halueval-6186,halueval,0,5,0.0,1.0,0.2,0.8404256105422974,0.6607195138931274,0.9576964974403381,0.08877560496330261,0.15957438945770264
halueval-9766,halueval,1,5,0.4,0.4,0.6,0.6077219247817993,0.34620314836502075,1.0,0.32029372453689575,0.3922780752182007
halueval-4378,halueval,1,5,0.1,0.8,0.4,0.7722460031509399,0.6371863484382629,1.0,0.12409350275993347,0.22775399684906006
halueval-3683,halueval,0,5,0.4,0.4,0.6,0.9597799181938171,0.9329667091369629,1.0,0.03283947333693504,0.04022008180618286
halueval-6340,halueval,0,5,0.3,0.6,0.6,0.5361831784248352,0.07129568606615067,1.0,0.3514510691165924,0.4638168215751648
halueval-4100,halueval,0,5,0.4,0.4,0.6,0.5474087595939636,0.2456813007593155,1.0,0.36953920125961304,0.4525912404060364
halueval-6221,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-6366,halueval,0,5,0.4,0.4,0.6,0.9464702606201172,0.9107837080955505,1.0,0.04370686411857605,0.05352973937988281
halueval-582,halueval,1,5,0.0,1.0,0.2,0.6500042676925659,0.235228031873703,0.9708539247512817,0.21267764270305634,0.3499957323074341
halueval-9911,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-9839,halueval,1,5,0.0,1.0,0.2,0.33113932609558105,0.16387996077537537,0.8611491322517395,0.21741044521331787,0.668860673904419
halueval-9616,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-9359,halueval,0,5,1.0,0.2,1.0,0.9999998211860657,0.9999997615814209,0.9999997615814209,5.960464477539063e-08,1.7881393432617188e-07
halueval-6087,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-3271,halueval,0,5,0.0,1.0,0.2,0.9098793268203735,0.8499633073806763,0.9503576159477234,0.03543785586953163,0.09012067317962646
halueval-2785,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-5678,halueval,0,5,0.4,0.4,0.6,0.7996317148208618,0.6693369746208191,1.0,0.13061997294425964,0.20036828517913818
halueval-1184,halueval,0,5,0.3,0.6,0.6,0.8154443502426147,0.5666015148162842,1.0,0.19735562801361084,0.18455564975738525
halueval-7750,halueval,1,5,0.3,0.6,0.6,0.4730762839317322,-0.0189623162150383,1.0,0.41312694549560547,0.5269237160682678
halueval-6348,halueval,1,5,0.0,1.0,0.2,0.7779439091682434,0.6227400898933411,0.9878804087638855,0.1520661860704422,0.2220560908317566
halueval-3577,halueval,1,5,0.1,0.8,0.4,0.6727818250656128,0.5292377471923828,1.0,0.15370313823223114,0.3272181749343872
halueval-4577,halueval,1,5,1.0,0.2,1.0,0.9912396669387817,0.9853994250297546,1.0,0.007152784150093794,0.008760333061218262
halueval-3261,halueval,0,5,0.4,0.4,0.6,0.4701419472694397,0.11441691964864731,0.9999999403953552,0.4289209842681885,0.5298580527305603
halueval-5834,halueval,0,5,0.0,1.0,0.2,0.9133495092391968,0.8550683856010437,0.9701923131942749,0.03723430633544922,0.08665049076080322
halueval-3654,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-4397,halueval,1,5,0.6,0.4,0.8,0.8015246391296387,0.5241395235061646,1.0,0.22461211681365967,0.19847536087036133
halueval-9181,halueval,1,5,1.0,0.2,1.0,0.9863611459732056,0.9659028053283691,1.0,0.016704145818948746,0.013638854026794434
halueval-7847,halueval,1,5,0.2,0.6,0.4,0.5199794173240662,0.22032633423805237,1.0,0.3190094232559204,0.48002058267593384
halueval-5915,halueval,0,5,0.1,0.8,0.4,0.7219370603561401,0.5543174147605896,0.9999997615814209,0.12698666751384735,0.27806293964385986
halueval-9067,halueval,1,5,0.6,0.4,0.8,0.9837623834609985,0.9594059586524963,1.0,0.019886936992406845,0.016237616539001465
halueval-7859,halueval,0,5,0.3,0.6,0.6,0.8113835453987122,0.5718603730201721,1.0,0.1355045884847641,0.18861645460128784
halueval-3463,halueval,1,5,0.3,0.6,0.6,0.4953816533088684,0.2090335637331009,1.0,0.33070653676986694,0.5046183466911316
halueval-3559,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-9730,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-8161,halueval,0,5,1.0,0.2,1.0,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,1.1920928955078125e-07
halueval-1379,halueval,0,5,0.1,0.8,0.4,0.8618165850639343,0.793289303779602,1.0,0.09094409644603729,0.13818341493606567
halueval-3059,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-1052,halueval,1,5,0.6,0.4,0.8,0.7018892168998718,0.25472313165664673,1.0,0.3651096224784851,0.2981107831001282
halueval-6298,halueval,0,5,0.6,0.4,0.8,0.8446434140205383,0.5928474068641663,1.0,0.17009909451007843,0.15535658597946167
halueval-3101,halueval,1,5,0.0,1.0,0.2,0.7210866808891296,0.5416221618652344,0.9493334293365479,0.15832360088825226,0.27891331911087036
halueval-7769,halueval,0,5,1.0,0.2,1.0,0.9391353726387024,0.9024667143821716,0.9999997615814209,0.043223001062870026,0.06086462736129761
halueval-7445,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-1641,halueval,0,5,0.6,0.4,0.8,0.8901007771492004,0.7566252946853638,1.0,0.10673438757658005,0.10989922285079956
halueval-9738,halueval,0,5,0.6,0.4,0.8,0.8318475484848022,0.5796188712120056,1.0,0.20594385266304016,0.16815245151519775
halueval-4789,halueval,1,5,0.4,0.4,0.6,0.5168089866638184,0.19468165934085846,1.0,0.3945237398147583,0.48319101333618164
halueval-244,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-6578,halueval,1,5,0.0,1.0,0.2,0.869196891784668,0.7871056795120239,0.9747878909111023,0.05352211371064186,0.13080310821533203
halueval-4658,halueval,0,5,0.3,0.6,0.6,0.6400963664054871,0.37108415365219116,1.0,0.23614488542079926,0.35990363359451294
halueval-1382,halueval,1,5,0.0,1.0,0.2,0.6810052394866943,0.37951821088790894,0.9436973929405212,0.15015634894371033,0.31899476051330566
halueval-7514,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-2145,halueval,1,5,0.6,0.4,0.8,0.8915103077888489,0.7324962019920349,0.9999998211860657,0.1252901554107666,0.10848969221115112
halueval-7145,halueval,1,5,0.6,0.4,0.8,0.8842349052429199,0.7105871438980103,1.0,0.1417827606201172,0.11576509475708008
halueval-2619,halueval,1,5,0.0,1.0,0.2,0.8231216669082642,0.7231519222259521,0.9771428108215332,0.06931537389755249,0.17687833309173584
halueval-3056,halueval,0,5,0.1,0.8,0.4,0.37287166714668274,0.09149694442749023,1.0,0.3471682667732239,0.6271283328533173
halueval-7259,halueval,1,5,0.4,0.4,0.6,0.964013934135437,0.9305052757263184,1.0,0.022736262530088425,0.03598606586456299
halueval-9994,halueval,1,5,1.0,0.2,1.0,0.9620445966720581,0.9367411136627197,1.0,0.030990391969680786,0.037955403327941895
halueval-1651,halueval,0,5,0.0,1.0,0.2,0.5974650382995605,0.20387707650661469,0.9868439435958862,0.31986895203590393,0.40253496170043945
halueval-4271,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-8295,halueval,0,5,0.6,0.4,0.8,0.8476951718330383,0.627832293510437,1.0,0.17611843347549438,0.15230482816696167
halueval-5735,halueval,0,5,0.6,0.4,0.8,0.9534236788749695,0.8835594058036804,0.9999999403953552,0.057043977081775665,0.04657632112503052
halueval-7343,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-7076,halueval,1,5,1.0,0.2,1.0,0.9822125434875488,0.970354437828064,1.0,0.01452325563877821,0.017787456512451172
halueval-7190,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-8745,halueval,0,5,0.3,0.6,0.6,0.8467808961868286,0.6934450268745422,1.0,0.12225913256406784,0.1532191038131714
halueval-7270,halueval,0,5,0.0,1.0,0.2,0.6139999628067017,0.3780890107154846,0.969631552696228,0.20761650800704956,0.38600003719329834
halueval-3283,halueval,1,5,0.3,0.6,0.6,0.5607590079307556,0.07921397686004639,1.0,0.35259830951690674,0.4392409920692444
halueval-8456,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-5153,halueval,1,5,0.1,0.8,0.4,0.640533447265625,0.4482792615890503,1.0,0.16870133578777313,0.359466552734375
halueval-6235,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-8815,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-905,halueval,1,5,0.1,0.8,0.4,0.7380474805831909,0.5576268434524536,0.96817547082901,0.1400153785943985,0.2619525194168091
halueval-187,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-5850,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-469,halueval,0,5,0.1,0.8,0.4,0.6013736128807068,0.2380145639181137,0.9380879402160645,0.23461976647377014,0.3986263871192932
halueval-5196,halueval,0,5,1.0,0.2,1.0,0.9999998211860657,0.9999998211860657,0.9999998211860657,0.0,1.7881393432617188e-07
halueval-7265,halueval,1,5,0.0,1.0,0.2,0.3898809552192688,0.13492907583713531,0.9511351585388184,0.29667407274246216,0.6101190447807312
halueval-7047,halueval,0,5,0.0,1.0,0.2,0.8768771886825562,0.73607337474823,0.9429798126220703,0.061553679406642914,0.12312281131744385
halueval-271,halueval,0,5,1.0,0.2,1.0,0.9234126806259155,0.8723545074462891,1.0,0.06253324449062347,0.07658731937408447
halueval-2117,halueval,1,5,0.0,1.0,0.2,0.7997831702232361,0.6022025346755981,0.9375828504562378,0.11436460167169571,0.20021682977676392
halueval-5929,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-6386,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-1043,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-2843,halueval,0,5,0.6,0.4,0.8,0.9920865893363953,0.9802165031433105,1.0,0.009691894985735416,0.007913410663604736
halueval-9507,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-7956,halueval,1,5,0.0,1.0,0.2,0.6848919987678528,0.4643425941467285,0.933052122592926,0.12388589978218079,0.3151080012321472
halueval-9698,halueval,1,5,1.0,0.2,1.0,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,1.1920928955078125e-07
halueval-1393,halueval,0,5,0.1,0.8,0.4,0.8856693506240845,0.779272198677063,0.9999998807907104,0.05133740231394768,0.11433064937591553
halueval-4686,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-5445,halueval,1,5,0.0,1.0,0.2,0.36348462104797363,0.07109393179416656,0.7466977834701538,0.2136375606060028,0.6365153789520264
halueval-9369,halueval,0,5,0.3,0.6,0.6,0.8966484069824219,0.7563266754150391,0.9999998807907104,0.1143994852900505,0.10335159301757812
halueval-8417,halueval,1,5,0.1,0.8,0.4,0.5619024038314819,-0.04382715001702309,1.0,0.365895539522171,0.43809759616851807
halueval-2797,halueval,1,5,1.0,0.2,1.0,0.9999998211860657,0.9999998211860657,0.9999998211860657,0.0,1.7881393432617188e-07
halueval-3674,halueval,1,5,1.0,0.2,1.0,0.9779468774795532,0.9448671340942383,1.0,0.027009479701519012,0.022053122520446777
halueval-8452,halueval,1,5,0.4,0.4,0.6,0.9343182444572449,0.8905303478240967,1.0,0.05362895876169205,0.06568175554275513
halueval-8532,halueval,0,5,0.3,0.6,0.6,0.9496227502822876,0.8611140251159668,1.0,0.05136628448963165,0.0503772497177124
halueval-6985,halueval,1,5,0.0,1.0,0.2,0.9308663606643677,0.8574991226196289,0.9983241558074951,0.05215686187148094,0.06913363933563232
halueval-585,halueval,0,5,1.0,0.2,1.0,0.9787214398384094,0.9468035697937012,1.0,0.02606082148849964,0.021278560161590576
halueval-2129,halueval,1,5,0.0,1.0,0.2,0.9154661893844604,0.8773785829544067,0.9483447074890137,0.026893023401498795,0.08453381061553955
halueval-4508,halueval,0,5,0.0,1.0,0.2,0.8803340792655945,0.7293441295623779,0.98572838306427,0.09651894122362137,0.11966592073440552
halueval-8381,halueval,1,5,0.3,0.6,0.6,0.6406224966049194,0.26259464025497437,0.9999998807907104,0.29438257217407227,0.35937750339508057
halueval-9386,halueval,0,5,0.6,0.4,0.8,0.9851943254470825,0.9629857540130615,1.0,0.01813320256769657,0.01480567455291748
halueval-7807,halueval,0,5,0.0,1.0,0.2,0.7086862325668335,0.47921350598335266,0.9970327615737915,0.16526566445827484,0.2913137674331665
halueval-4112,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-2197,halueval,1,5,0.6,0.4,0.8,0.7249940633773804,0.31248509883880615,1.0,0.3368121385574341,0.27500593662261963
halueval-5940,halueval,1,5,0.0,1.0,0.2,0.6111559271812439,0.42701974511146545,0.9533015489578247,0.16692109405994415,0.3888440728187561
halueval-7465,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-3949,halueval,0,5,0.0,1.0,0.2,0.47677165269851685,0.296012282371521,0.7996540665626526,0.14804457128047943,0.5232283473014832
halueval-1336,halueval,0,5,0.3,0.6,0.6,0.5761250257492065,0.16920863091945648,1.0,0.33942827582359314,0.42387497425079346
halueval-8565,halueval,1,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-3895,halueval,0,5,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0
halueval-7261,halueval,1,5,0.0,1.0,0.2,0.693309485912323,0.48208993673324585,0.961739182472229,0.16757480800151825,0.306690514087677
halueval-4138,halueval,1,5,0.6,0.4,0.8,0.834505558013916,0.5862639546394348,1.0,0.20268844068050385,0.16549444198608398
halueval-380,halueval,1,5,0.0,1.0,0.2,0.9596698880195618,0.9326238632202148,0.9910421967506409,0.017074832692742348,0.04033011198043823
