id,source_dataset,label,min_log_prob,mean_log_prob,mean_token_prob,token_prob_std,mean_entropy,max_entropy,entropy_std,log_perplexity,log_mean_token_rank,log_max_token_rank,log_rank_std,exact_match_agreement,mean_pairwise_similarity,min_pairwise_similarity,max_pairwise_similarity,pairwise_similarity_std,mean_pairwise_entailment,mean_pairwise_contradiction,nli_disagreement,top1_evidence_similarity,top3_evidence_similarity,response_top1_similarity,response_top3_similarity,evidence_response_margin,retrieval_agreement,lr_cond_b_prob,lr_cond_b_pred,lr_cond_e_prob,lr_cond_e_pred,lr_cond_e_category,xgb_cond_b_prob,xgb_cond_b_pred,xgb_cond_e_prob,xgb_cond_e_pred,xgb_cond_e_category
fever_134135,fever,1,-10.904199600219727,-4.084698910592124,0.24453522604305059,0.3717168733109986,2.3109618294984102,5.481154441833496,1.6759369277169438,4.084698910592124,4.5334951492812,6.124683390894205,5.045665032769887,0.0,0.9310836791992188,0.8823484778404236,0.9769431352615356,0.0364992581307888,0.03775854736885778,0.76402995530431,0.8631357039677261,0.7432412505149841,0.572708010673523,0.7432411909103394,0.572708010673523,0.19935959577560425,0.5524075121664467,0.29863399945029484,0,0.3305625203246196,0,FN,0.43054983019828796,0,0.4771795868873596,0,FN
fever_135951,fever,1,-14.689213752746582,-4.858813526487211,0.24589718461704382,0.3517625944445246,2.4197757861443927,4.900925636291504,1.280318574203545,4.858813526487211,5.916394573918069,8.33758794211651,7.009846744715233,0.0,0.9186949729919434,0.8935690522193909,0.9484626054763794,0.01999037340283394,0.21337129839971541,0.2478092184538554,0.51721896002707,0.5763664245605469,0.4314097265402476,0.5763664245605469,0.43140971660614014,0.1932564675807953,0.33219825536070857,0.6863841930438087,1,0.7631411088024541,1,TP,0.5524893999099731,1,0.6059147119522095,1,TP
fever_135962,fever,1,-15.895243644714355,-6.523815480145541,0.04581914688486935,0.0808974858622092,4.410387754440308,6.1291704177856445,1.0908909703861305,6.523815480145541,8.042319541026401,10.246545200515675,9.046102596400425,0.0,0.8342666625976562,0.7152340412139893,0.9271955490112305,0.06540597975254059,0.1206168682770609,0.020266151285721373,0.4498246415043303,0.5404114127159119,0.4274097482363383,0.5404113531112671,0.42740973830223083,0.1615871787071228,0.29204446278257734,0.5299437288161442,1,0.6039698645089636,1,TP,0.43658769130706787,0,0.5855890512466431,1,TP
fever_137267,fever,1,-18.733970642089844,-5.775626442262104,0.15581104582667712,0.2513620468920588,2.4290733507701328,5.8287763595581055,1.5057951533879377,5.775626442262104,6.962784443451702,9.175438319966918,7.928345913018223,0.0,0.8324064016342163,0.7395625114440918,0.9224841594696045,0.05584217235445976,0.09415992710139373,0.1377681055136914,0.5218040892061488,0.5896279811859131,0.3879917363325755,0.5896279811859131,0.38799169659614563,0.27263933420181274,0.3476611561973755,0.7783654495006894,1,0.8125844272965456,1,TP,0.48928195238113403,0,0.6226744651794434,1,TP
fever_137665,fever,1,-12.467325210571289,-3.5384029471315444,0.3442692360497079,0.4104671369863058,1.846758413527693,3.6897788047790527,1.2158311936607231,3.5384029471315444,5.420851004963018,7.428927194802272,6.337754111156163,0.0,0.8386087417602539,0.7854975461959839,0.9201557040214539,0.03896273672580719,0.18890357015625564,0.1763422251076197,0.49371932747568203,0.678025484085083,0.4803093870480855,0.678025484085083,0.480309396982193,0.27560800313949585,0.45971855706881115,0.407862711395258,0,0.4917071704229546,0,FN,0.47948724031448364,0,0.5284987092018127,1,TP
fever_138023,fever,0,-12.18136978149414,-6.536648535728455,0.06269307910388307,0.09389204033262101,3.931189250946045,5.340151309967041,1.1144363189255675,6.536648535728455,5.882765130184641,7.1308988302963465,6.254246785463112,0.0,0.9495878219604492,0.9219523668289185,0.9679611921310425,0.012953171506524086,0.24741155439095822,0.07912682915999894,0.4158576373845203,0.7199866771697998,0.5120233992735544,0.7199864387512207,0.5120232701301575,0.3093905448913574,0.518380643643809,0.32891954398779416,0,0.39794443775932176,0,TN,0.5415509939193726,1,0.5488994717597961,1,FP
fever_139090,fever,1,-13.43136978149414,-6.183587112597057,0.14680414432720162,0.284774203736539,2.9137909412384033,5.731152057647705,1.3574601209741641,6.183587112597057,6.321795515707112,7.782807262839695,6.84409568683309,0.0,0.7885262370109558,0.6669480800628662,0.8684414625167847,0.06001028046011925,0.26249092569934845,0.22309020999336937,0.4802996421470105,0.7680726647377014,0.6239915192127228,0.7680726051330566,0.6239915490150452,0.10678428411483765,0.5899355725365751,0.5302196502584745,1,0.49025629794158454,0,FN,0.5526284575462341,1,0.41258034110069275,0,FN
fever_140044,fever,0,-10.814923286437988,-4.248038335279985,0.13084207107782608,0.17451318728861842,3.220620133660056,6.0677008628845215,1.4188191534508463,4.248038335279985,4.23410650459726,6.261491684321042,5.063138959292957,0.0,0.8798366785049438,0.7703510522842407,0.9420009851455688,0.04905330017209053,0.1170461960246266,0.017975848984897458,0.45046482648013547,0.7276350855827332,0.5851361254851023,0.7276350259780884,0.5851361155509949,0.12863296270370483,0.5294527744005606,0.6776847646689252,1,0.6474618050631454,1,FP,0.5389958620071411,1,0.5499668717384338,1,FP
fever_140391,fever,0,-17.625911712646484,-4.438874827554593,0.26788393071291156,0.303164232666147,2.2686748361358275,4.427445888519287,1.2717551151794804,4.438874827554593,7.265644869554267,9.355825038718164,8.180700664548278,0.0,0.7580598592758179,0.6424121856689453,0.9027431011199951,0.07640209794044495,0.043147019249804644,0.5099769868782589,0.7334149838142271,0.7922879457473755,0.5015730063120524,0.7922879457473755,0.5015730261802673,0.4286312460899353,0.6277201889765962,0.4550837064233954,0,0.4091195737412699,0,TN,0.36734268069267273,0,0.3379802703857422,0,TN
fever_14113,fever,0,-10.048420906066895,-3.7360023262186184,0.26390905368902573,0.3331933103776325,2.4274180225200124,5.742550849914551,1.59654762553541,3.7360023262186184,4.8924355049435295,7.037027614686276,5.679265468290983,0.0,0.8545507192611694,0.6863375902175903,0.9635066986083984,0.07267861813306808,0.05768592883928094,0.45947402620805045,0.7008940486843847,0.6749488115310669,0.4328022599220276,0.6749488115310669,0.43280228972435,0.3624626398086548,0.45555589818719966,0.380967106086138,0,0.42065986431597036,0,TN,0.37444522976875305,0,0.525611400604248,1,FP
fever_141271,fever,1,-13.689923286437988,-4.675565147399903,0.13520259732777049,0.19950695877065097,2.9200040221214296,6.193778991699219,1.3119257428514526,4.675565147399903,5.702448251643064,7.914617709040679,6.755642601935151,0.0,0.9141895174980164,0.8916833400726318,0.941483736038208,0.013663608580827713,0.42125541163277136,0.10638404574404739,0.34256431705563795,0.6986324787139893,0.5386392076810201,0.6986323595046997,0.5386391282081604,0.22543787956237793,0.4880872570305712,0.7534259407749047,1,0.7750976224873608,1,TP,0.7001622915267944,1,0.6565159559249878,1,TP
fever_141561,fever,1,-13.11886978149414,-6.440424680709839,0.07455329848089605,0.09747590246816094,3.272508382797241,6.292849063873291,1.7127884412508476,6.440424680709839,6.246494287284514,7.627057417018934,6.788128468628647,0.0,0.8948572278022766,0.848832368850708,0.9633929133415222,0.03799216449260712,0.013194196496795424,0.468730110722228,0.7277679571127162,0.7353750467300415,0.5139267047246298,0.735375165939331,0.5139268040657043,0.3282840847969055,0.5407765470167476,0.1658349584028374,0,0.19924181949604547,0,FN,0.3820360004901886,0,0.4925474524497986,0,FN
fever_144309,fever,0,-16.661176681518555,-5.111522761921931,0.21241193689730892,0.3265327518709605,2.9483845872538432,5.68458890914917,1.8645416445985619,5.111522761921931,6.93202968566971,9.467382808295852,8.141408812074214,0.0,0.7746186852455139,0.6685673594474792,0.8643012046813965,0.062374040484428406,0.054730590483850705,0.3321596703879562,0.6387145399520526,0.723694920539856,0.5037786662578583,0.7236948609352112,0.5037786364555359,0.32385218143463135,0.5237342948796098,0.5408862530132621,1,0.5071095645482188,1,FP,0.4867340326309204,0,0.4509745240211487,0,TN
fever_146361,fever,0,-9.80636978149414,-4.9332579374313354,0.10470159636179233,0.1497630595069938,3.096875861287117,4.912921905517578,1.2446251064167877,4.9332579374313354,4.30575285731789,5.6131281063880705,4.65354727320509,0.0,0.7946516275405884,0.6937242746353149,0.8905333876609802,0.051336828619241714,0.05665961795383628,0.8620529359982587,0.9026966590222112,0.8440638780593872,0.6037928660710653,0.8440638184547424,0.6037928462028503,0.347042977809906,0.7124437799345245,0.23136420181255846,0,0.23485719673708624,0,TN,0.34158435463905334,0,0.19712574779987335,0,TN
fever_14820,fever,0,-9.643136024475098,-3.743403176553189,0.26312617327773924,0.31996657668136974,3.1264381808443713,6.171896934509277,1.6859238297834582,3.743403176553189,5.111060574567351,7.160069207596127,5.919675689617906,0.0,0.8750219345092773,0.7998955845832825,0.9383596777915955,0.03874189779162407,0.13525282050731352,0.0598113860927449,0.46227928279271563,0.4793943762779236,0.41051068902015686,0.4793943762779236,0.41051068902015686,0.08589443564414978,0.22981896800689938,0.3861453501101908,0,0.4811780927863938,0,TN,0.5311141014099121,1,0.6858522295951843,1,FP
fever_148735,fever,0,-13.305095672607422,-1.6816653710765033,0.566639514787826,0.4123593348408726,1.5721109951347378,6.46750020980835,1.6750742212714465,1.6816653710765033,4.729072029636771,7.741099090035366,6.219221123995987,0.0,0.888574481010437,0.8073298931121826,0.9736412763595581,0.05397427827119827,0.1636913806660268,0.27195680990098997,0.5541327146174815,0.8174535036087036,0.5331161320209503,0.8174534440040588,0.5331161022186279,0.41556528210639954,0.6682301818381191,0.8572912061894193,1,0.6915687695073297,1,FP,0.6412357091903687,1,0.5009956955909729,1,FP
fever_15005,fever,1,-15.126713752746582,-4.241352831443342,0.2344840930571151,0.3238590421162889,2.3548548301825156,5.55025577545166,1.559902006209615,4.241352831443342,6.2592872598851015,8.495356496807062,7.248888812867708,0.0,0.8415838479995728,0.7666592597961426,0.921862781047821,0.06060212478041649,0.22700204285423947,0.08166821791987611,0.42733308753281835,0.6147370338439941,0.5680987437566122,0.6147370338439941,0.5680987238883972,0.06538534164428711,0.377901620779312,0.6335883374427702,1,0.7477786304113162,1,TP,0.5654218792915344,1,0.5811704993247986,1,TP
fever_154608,fever,1,-12.252423286437988,-4.22009956240654,0.14981874629584127,0.26459629614336877,4.319085419178009,6.996822834014893,1.9654795569278627,4.22009956240654,5.025852259901116,7.1853870155804165,6.024828107302808,0.0,0.8048831224441528,0.7440487146377563,0.877375066280365,0.041574448347091675,0.12602063657775048,0.42793478048898737,0.6509570719556184,0.7817829847335815,0.5021540820598602,0.7817830443382263,0.5021541118621826,0.4124511480331421,0.6111846818168445,0.6272663677525016,1,0.48125309139207917,0,FN,0.5094322562217712,1,0.4230068027973175,0,FN
