id,source_dataset,label,min_log_prob,mean_log_prob,mean_token_prob,token_prob_std,mean_entropy,max_entropy,entropy_std,log_perplexity,log_mean_token_rank,log_max_token_rank,log_rank_std,exact_match_agreement,mean_pairwise_similarity,min_pairwise_similarity,max_pairwise_similarity,pairwise_similarity_std,mean_pairwise_entailment,mean_pairwise_contradiction,nli_disagreement,top1_evidence_similarity,top3_evidence_similarity,response_top1_similarity,response_top3_similarity,evidence_response_margin,retrieval_agreement
fever_102161,fever,1,-11.11886978149414,-4.570546908038003,0.1053416411868966,0.1813418063793363,3.2307902574539185,5.740483283996582,1.5722097144686376,4.570546908038003,4.602308953707059,6.450470422144176,5.465085530511464,0.0,0.8300126791000366,0.6368434429168701,0.9209281802177429,0.08116543292999268,0.11946826728467849,0.5629898987130729,0.7217608157141973,0.7593836188316345,0.5880667269229889,0.7593835592269897,0.5880667567253113,0.21129679679870605,0.5766634352870383
fever_102346,fever,0,-12.99386978149414,-4.847731537289089,0.13319206515537493,0.20051937999181635,3.4821838802761502,5.921221733093262,1.5363139167686015,4.847731537289089,5.613533539193138,7.5652752818989315,6.457287873422858,0.0,0.5978485345840454,0.48722773790359497,0.7976428866386414,0.10208974778652191,0.027154785582493672,0.3921303752249082,0.6824877948212072,0.7287317514419556,0.49404577414194745,0.7287317514419556,0.49404576420783997,0.3394305408000946,0.5310499655596601
fever_102745,fever,1,-9.24386978149414,-3.4201926067471504,0.23528165304661444,0.37753937901935547,2.6819123923778534,4.662670135498047,1.523704900121713,3.4201926067471504,3.3518515075590005,5.181783550292085,4.07195791143298,0.0,0.8832791447639465,0.7868722677230835,0.9616444110870361,0.06509411334991455,0.2693399279721998,0.3687878878523018,0.5497239799400511,0.6311915516853333,0.3956672052542369,0.6311914920806885,0.395667165517807,0.33573946356773376,0.3984027372969905
fever_10278,fever,1,-10.092718124389648,-4.03743058017322,0.2288440589691163,0.3264289422588868,2.6342900544404984,6.050153732299805,1.8851426543713723,4.03743058017322,5.153291594497779,7.621684998724611,6.295505589127184,0.0,0.8703199625015259,0.795476496219635,0.9167822599411011,0.03311784565448761,0.24535746250333607,0.1225974066077187,0.4386199720521913,0.8660222887992859,0.5331052641073862,0.8660223484039307,0.5331052541732788,0.4795967638492584,0.7499946563161046
fever_103118,fever,1,-16.586345672607422,-4.163365628818671,0.25038044012496385,0.30367698777522,2.7179339587688447,5.967063903808594,1.383197227540184,4.163365628818671,6.4949633954875114,9.033245134153809,7.679975651785856,0.0,0.7391549348831177,0.6332301497459412,0.8678194284439087,0.06931770592927933,0.051596350677562006,0.134277296118589,0.5413404727205134,0.7283016443252563,0.5232502718766531,0.7283016443252563,0.5232502818107605,0.27551501989364624,0.5304232851268722
fever_104178,fever,0,-12.127423286437988,-5.6027637757360935,0.18648925959664667,0.3331551265856695,2.608247286081314,5.361156940460205,1.5921924960194627,5.6027637757360935,6.206979071257701,7.816416983691801,6.755398797498128,0.0,0.8465328216552734,0.7571499347686768,0.9337923526763916,0.06296658515930176,0.4226585431279264,0.04050331449601601,0.30892238568404484,0.7669497132301331,0.5427320003509521,0.7669498920440674,0.5427320599555969,0.3309926390647888,0.588211999765079
fever_104244,fever,0,-10.445926666259766,-5.192947304186721,0.14990499887517217,0.3321707653587399,3.1901000887155533,5.736956596374512,1.4638712250659556,5.192947304186721,4.296150976148179,6.054439346269371,4.788921813005544,0.0,0.8064720034599304,0.6483826637268066,0.8974990248680115,0.07156740874052048,0.022667436461242703,0.6296832658037482,0.8035079146712527,0.6435577869415283,0.49119338393211365,0.6435579061508179,0.4911934435367584,0.16128325462341309,0.4141667018511441
fever_104386,fever,1,-12.252423286437988,-3.499264381825924,0.2668898796628954,0.31580892984739595,3.069152271205729,6.996822834014893,1.9846406121104552,3.499264381825924,5.8501104288022505,7.812782818577581,6.69565112857489,0.0,0.8291263580322266,0.7049797773361206,0.9741336107254028,0.07590829581022263,0.17856479595576577,0.2296089955142809,0.5255220997792576,0.7783073782920837,0.5250616868336996,0.7783073782920837,0.5250616669654846,0.3612305521965027,0.6057623751038967
fever_10452,fever,0,-10.751713752746582,-4.143416375986168,0.15559459310744778,0.2558092555396807,2.4540186864989146,4.792378902435303,1.1927266282263849,4.143416375986168,3.91914047319701,6.236369590203704,4.905948758411349,0.0,0.9627717137336731,0.932625412940979,0.9876960515975952,0.01456558145582676,0.2127408864534827,0.4388390588147571,0.6130490861806371,0.7966718673706055,0.4718717435995738,0.7966718673706055,0.4718717634677887,0.4774079918861389,0.6346860642597676
fever_104617,fever,1,-13.805095672607422,-4.258410009829437,0.2502992035628508,0.30961435871600146,2.796861288302085,5.458063125610352,1.4181777117065173,4.258410009829437,5.978587879882536,8.026496938945412,6.880840247081542,0.0,0.7274226546287537,0.6321756839752197,0.7914782166481018,0.048384588211774826,0.01277279106613485,0.7160376295060806,0.8516324192199729,0.7220902442932129,0.5538961986700693,0.7220902442932129,0.5538962483406067,0.247557133436203,0.5214143209034319
fever_104847,fever,0,-12.653120040893555,-2.8833220115568685,0.37869982648344613,0.38234118272408985,1.8324394666246677,3.468592643737793,1.0743987631390235,2.8833220115568685,3.7948976481907333,6.489204931325317,5.021768679685114,0.0,0.939057469367981,0.8832409977912903,0.9820491075515747,0.03271150216460228,0.1085327307432051,0.39557163358189523,0.6435194514193451,0.7681180238723755,0.5765690207481384,0.7681180238723755,0.5765690803527832,0.21112006902694702,0.5900052985976032
fever_104930,fever,0,-15.760213851928711,-3.4784182905099326,0.3143398496624608,0.3865209132962392,2.554446294903755,5.863892555236816,1.7125134449739972,3.4784182905099326,5.4586241736869585,8.379768515504566,6.766004836911674,0.0,0.863996684551239,0.7892711162567139,0.9191891551017761,0.045495275408029556,0.17944755201168552,0.36798327608648235,0.5942678620373985,0.7670410871505737,0.4885034163792928,0.7670409679412842,0.4885033667087555,0.39417970180511475,0.588351937938711
fever_105361,fever,1,-13.998470306396484,-5.457378004278455,0.21488691525714135,0.3028386156475665,2.2105152883699963,4.885365009307861,1.4372259475831357,5.457378004278455,5.6136493469523865,7.303843225277705,6.300282094009435,0.0,0.8970915079116821,0.8453428745269775,0.9500799775123596,0.03222400322556496,0.13292942415654124,0.26274144221547063,0.5649060090294648,0.6144100427627563,0.480504314104716,0.6144101619720459,0.4805043637752533,0.12665122747421265,0.3774997738911168
fever_105896,fever,0,-11.104972839355469,-4.8596234798431395,0.13254223426538375,0.22518598880948906,3.2646437088648477,5.867897987365723,1.2311234874714465,4.8596234798431395,4.257973986003903,5.869296913133774,4.671868558163179,0.0,0.7848231196403503,0.7106891870498657,0.9021582007408142,0.053151685744524,0.15127169088722886,0.09399400285860718,0.4713611559856892,0.47356534004211426,0.42256202300389606,0.47356539964675903,0.42256203293800354,0.004358410835266113,0.22426415951589718
fever_105954,fever,1,-8.032430648803711,-5.2180717413624125,0.10721833194353773,0.2633275889020831,3.3977566957473755,5.528790473937988,1.7297006539002433,5.2180717413624125,4.315263418514199,5.749392985908253,4.586717674720867,0.0,0.7749302983283997,0.5740511417388916,0.9591530561447144,0.13147220015525818,0.023839348170187964,0.491201240997633,0.7336809464137225,0.6165387630462646,0.4130917290846507,0.6165387630462646,0.4130917489528656,0.3049948811531067,0.38012004633861807
fever_106209,fever,1,-17.74410057067871,-5.874987002048227,0.2787691346093746,0.3314708984482567,2.8206529352400036,4.847488880157471,1.3012558806758363,5.874987002048227,8.2226729772598,10.270869966368487,9.158638316437136,0.0,0.9373432397842407,0.916343629360199,0.9650477170944214,0.018208147957921028,0.33700521373884595,0.10826038047732342,0.38562758336923875,0.5344708561897278,0.3875713646411896,0.534470796585083,0.3875713348388672,0.21337884664535522,0.28565906425923515
fever_106478,fever,1,-14.24386978149414,-6.1327042314741345,0.04051188721005398,0.0416315251159994,3.9602336088816323,5.8883843421936035,1.1269633412667144,6.1327042314741345,6.569169699713518,8.144098463338524,7.164501225369684,0.0,0.9266178011894226,0.883606493473053,0.9703575372695923,0.028317587450146675,0.48350664760669204,0.02774309822986453,0.27211822531158625,0.6871365308761597,0.5173709889252981,0.6871363520622253,0.517370879650116,0.25250744819641113,0.472156489194937
fever_106496,fever,1,-12.61886978149414,-4.525687407702208,0.23206750581547908,0.3112907070437167,1.988176316022873,2.702855348587036,0.6602641672632874,4.525687407702208,5.372960909543803,7.385851078125209,6.338858244250232,0.0,0.8616353273391724,0.8007102608680725,0.951029896736145,0.040523711591959,0.08333790609187185,0.09257821490612299,0.5046201544071255,0.716148853302002,0.43583449721336365,0.7161487340927124,0.43583449721336365,0.41513004899024963,0.5128690947141763
fever_10675,fever,1,-13.992595672607422,-3.4529869895842342,0.24101605455334468,0.33394152178740205,2.38691972858376,4.1759185791015625,1.0276540379643224,3.4529869895842342,5.2405705443357125,8.046869510959576,6.599320500507026,0.0,0.8411146998405457,0.6561388969421387,0.9555302858352661,0.09970345348119736,0.30652509204045764,0.05880839980905126,0.37614165388429677,0.6120463609695435,0.544222335020701,0.6120463609695435,0.5442222952842712,0.10047966241836548,0.3746007479760607
fever_106826,fever,1,-13.689923286437988,-4.121721011400223,0.20627534750838095,0.3093389234798596,2.5461955279111863,5.241550445556641,1.465860184817061,4.121721011400223,5.64119759946458,7.914617709040679,6.7612706667413836,0.0,0.857657790184021,0.7540171146392822,0.9241716265678406,0.07122572511434555,0.3255689559982621,0.03388178024837908,0.3541564121250585,0.719994306564331,0.5608043173948923,0.7199942469596863,0.5608043074607849,0.21184170246124268,0.518391758570047
fever_10713,fever,0,-12.30636978149414,-5.8881660886108875,0.10902345981116923,0.23292119061491778,3.7802606523036957,5.824656963348389,1.6684201649645338,5.8881660886108875,5.545177444479562,7.201916317531627,6.160113679279679,0.0,0.8596128225326538,0.7762752771377563,0.921046257019043,0.04358098283410072,0.004607344104437347,0.722182421683727,0.8587875387896449,0.8570320010185242,0.5718356768290201,0.857032060623169,0.5718356966972351,0.42068153619766235,0.7345039018529036
fever_107589,fever,0,-10.80636978149414,-4.595653281443649,0.23622005727904455,0.3822697445508177,2.8162614901860556,5.754960536956787,1.819834949992722,4.595653281443649,4.58383304859996,6.261491684321042,5.162796972465315,0.0,0.8511532545089722,0.7420198917388916,0.9730736017227173,0.07334327697753906,0.00800018823107298,0.10310176642188325,0.5475507890954052,0.8742260932922363,0.5562882423400879,0.8742260336875916,0.5562881827354431,0.45330727100372314,0.7642712100850702
fever_108162,fever,1,-11.40187931060791,-7.658923470973969,0.08586816620882018,0.1915200884994025,3.83453631401062,5.914700031280518,1.6345127814955385,7.658923470973969,6.057252287645985,7.103322062526113,6.150928869756337,0.0,0.8217889666557312,0.6256285905838013,0.9627208709716797,0.1370547115802765,0.07422616366414134,0.017311838691210318,0.47154283751353454,0.6552873849868774,0.5125419894854227,0.6552870869636536,0.5125418305397034,0.21135622262954712,0.4294013616320811
fever_108736,fever,1,-13.367595672607422,-3.1614439482800663,0.35505614799335206,0.3811272438488317,2.0863695512525737,4.272830009460449,1.2399000199809864,3.1614439482800663,5.119489699008338,7.768956044538332,6.380254889657597,0.0,0.9330360293388367,0.8822192549705505,0.9726107120513916,0.02872704155743122,0.41033689261285905,0.44613952505665033,0.5179013162218957,0.6943070888519287,0.46791692574818927,0.6943070292472839,0.467916876077652,0.33147090673446655,0.48206229224611263
fever_108950,fever,1,-9.55636978149414,-4.3479068800807,0.12880370791481255,0.21063325699715632,3.377789095044136,6.317686557769775,1.4844142574577692,4.3479068800807,3.855452653939752,5.4116460518550396,4.376440420705779,0.0,0.8965010643005371,0.8060474991798401,0.966436505317688,0.05621892958879471,0.019403284632160133,0.7410436474346536,0.8608201814012468,0.83198082447052,0.5280148386955261,0.8319808840751648,0.5280148386955261,0.44959309697151184,0.6921921418765677
fever_108957,fever,1,-14.127423286437988,-7.778077981688759,0.027521213546244573,0.06910017499692844,4.513261925090443,7.096467971801758,1.5503328218535823,7.778077981688759,6.670996735593437,8.106816038947052,6.970154083436294,0.0,0.8381660580635071,0.8056230545043945,0.8648802042007446,0.024315791204571724,0.19840106693708626,0.08663538385214684,0.4441171584575303,0.8708294630050659,0.4984852174917857,0.8708293437957764,0.49848517775535583,0.5539077818393707,0.7583438498267299
fever_109036,fever,1,-15.36886978149414,-4.094632976584965,0.2243524165964001,0.32503899031662525,2.4334634277555676,4.430030822753906,1.1531892382244264,4.094632976584965,6.378614809512752,8.565602330623925,7.466281930737853,0.0,0.9139641523361206,0.8382788896560669,0.9672571420669556,0.03670668601989746,0.25846076523486283,0.048691920396193314,0.39511557758066523,0.8418196439743042,0.5549155374368032,0.8418195247650146,0.5549154877662659,0.3809760808944702,0.7086602126283026
fever_109293,fever,1,-13.633426666259766,-4.824722204978268,0.22862798960011332,0.28128825203153396,2.7346392571926117,5.497774600982666,1.5181556938943543,4.824722204978268,6.280395838960195,8.031385330625534,7.006587673789271,0.0,0.7334882020950317,0.6093482971191406,0.8488397002220154,0.08376064896583557,0.0745128202626769,0.2679443895877293,0.5967157846625262,0.7205519676208496,0.5195174415906271,0.7205519080162048,0.5195173621177673,0.28077590465545654,0.5191950950940338
fever_110652,fever,0,-11.05636978149414,-5.091535887719753,0.19720955878013532,0.3626021278197426,3.381305951004227,6.083862781524658,1.9250474744149484,5.091535887719753,4.756459633534317,6.405228458030842,5.3083815950400695,0.0,0.81000816822052,0.7278754115104675,0.896420419216156,0.04626704752445221,0.21759880448512803,0.10567663720002825,0.44403891635745013,0.7911934852600098,0.5230441888173422,0.7911933660507202,0.5230441689491272,0.38200002908706665,0.625987036800268
fever_110672,fever,1,-11.7343111038208,-5.795446574687958,0.10415364294229741,0.18225350817550945,3.4909979104995728,5.454606056213379,1.5367853295368106,5.795446574687958,5.083177415094348,6.18826412308259,5.413190857210178,0.0,0.8153247833251953,0.7684686183929443,0.8998196125030518,0.035887353122234344,0.3802188441444969,0.09790094883665476,0.3588410523460789,0.53864586353302,0.41487614313761395,0.5386457443237305,0.4148760735988617,0.15094363689422607,0.2901393020896421
fever_111060,fever,0,-13.824926376342773,-6.314712332685788,0.16359017441375273,0.25407829299852003,3.083215347925822,5.534543037414551,1.247531121066798,6.314712332685788,7.045369990169296,9.063115652219658,7.753624913728598,0.0,0.8560964465141296,0.7714177370071411,0.9325900077819824,0.042958393692970276,0.23454238161367896,0.03566443471669176,0.4005610265515065,0.7325615882873535,0.4634351432323456,0.732561469078064,0.4634350836277008,0.37871572375297546,0.5366463933059435
fever_111138,fever,1,-13.44799518585205,-4.0404135547578335,0.24867833255320307,0.3012108431963971,2.7286850601434707,5.685575008392334,1.5003031787734455,4.0404135547578335,5.982928216085695,8.618485442898109,7.1264881023590245,0.0,0.8764468431472778,0.8060202598571777,0.9623526334762573,0.04516338184475899,0.0805990860971903,0.4120757822337768,0.6657383480682932,0.35896921157836914,0.24540565411249796,0.35896915197372437,0.2454056590795517,0.16931186616420746,0.1288588734649636
fever_111414,fever,0,-12.930095672607422,-4.357150054071099,0.13556447859238574,0.22152870703276928,3.595877841114998,4.865614891052246,1.3184536247341236,4.357150054071099,5.756335392052155,7.585788821732034,6.535012713602059,0.0,0.8400517702102661,0.7382700443267822,0.9542438983917236,0.06960657984018326,0.08297748556461818,0.5701647883864828,0.7435936514109323,0.6032195091247559,0.4257064958413442,0.6032194495201111,0.4257064759731293,0.2660585343837738,0.36387374023402685
fever_11146,fever,0,-17.252422332763672,-3.7044170843013986,0.363081877355689,0.4303626462046685,1.8466685567559167,4.070035457611084,1.4696185969698123,3.7044170843013986,6.938813397992619,9.32375833901174,8.123832122675218,0.0,0.8435240983963013,0.7401065826416016,0.9363407492637634,0.05503331869840622,0.010585476636225962,0.00322392359951548,0.49631922348164476,0.8986649513244629,0.5542812943458557,0.8986649513244629,0.5542812943458557,0.4841373860836029,0.8075986947389993
fever_111717,fever,1,-12.022890090942383,-3.9531077183783054,0.20097603122717372,0.3035815780063562,3.160415697097778,6.069219589233398,1.601935083654257,3.9531077183783054,5.114394528387108,7.354362330421477,6.198229223150868,0.0,0.8505281209945679,0.7864267826080322,0.9483199715614319,0.05360749363899231,0.07270302117968132,0.025632933009651655,0.4764649559149851,0.5279148817062378,0.4763015607992808,0.5279148817062378,0.47630155086517334,0.0685018002986908,0.27869412232691104
fever_111850,fever,1,-9.535331726074219,-5.117303180504158,0.13650291965677752,0.2718009264926286,2.9286500701148594,6.0140533447265625,1.6637916048885908,5.117303180504158,4.993828175779875,6.964135612418245,5.687815233302686,0.0,0.6848708391189575,0.5744796395301819,0.8199188113212585,0.07438457012176514,0.05288480374146565,0.30002309829236806,0.6235691472754512,0.7101411819458008,0.4964321752389272,0.7101411819458008,0.49643218517303467,0.293413907289505,0.5043004982953789
fever_112087,fever,1,-14.398845672607422,-2.9471918252820615,0.4211906760327082,0.3955956793618875,2.1503133166697808,5.314352989196777,1.5489213578460037,2.9471918252820615,5.5141845088914705,8.219056661060598,6.829844452052199,0.0,0.9058337211608887,0.8344203233718872,0.9694600105285645,0.04779743403196335,0.20853329925105496,0.18838595701038865,0.4899263288796668,0.603931725025177,0.41076527039210003,0.603931725025177,0.41076526045799255,0.25567734241485596,0.364733528491886
fever_112394,fever,1,-14.913875579833984,-4.553731331358785,0.2137055531428908,0.26360294494506026,3.0326651244059852,6.136174201965332,1.5451294565497262,4.553731331358785,5.7887628049589495,8.30325712085294,6.794947820700674,0.0,0.8301243782043457,0.7027839422225952,0.9461351633071899,0.06713328510522842,0.09069992693731409,0.3989083059901401,0.654104189526413,0.45278486609458923,0.3857334653536479,0.452784925699234,0.3857334852218628,0.09645769000053406,0.2050141619523762
fever_112568,fever,0,-15.08761978149414,-6.87180561820666,0.07797152355316446,0.21766817165883526,3.4943529069423676,6.589277267456055,1.9569807111429347,6.87180561820666,6.617254422674494,8.465057436995709,7.356472453077311,0.0,0.7742167711257935,0.617436408996582,0.8661638498306274,0.06619354337453842,0.23510257935512321,0.24972166173558635,0.5073095411902315,0.6409116983413696,0.5061480005582174,0.6409118175506592,0.5061480402946472,0.2000907063484192,0.410767881473447
fever_112573,fever,0,-18.31940269470215,-3.974094030758715,0.47198252400840107,0.4239059753320831,1.1934879180509597,2.742157459259033,0.9231889922800744,3.974094030758715,7.423747532699487,9.713778777308155,8.561303804028396,0.0,0.7997848391532898,0.6869312524795532,0.9389748573303223,0.07291276007890701,0.22367088789158296,0.2979937340226572,0.5371614230655372,0.695530891418457,0.4846518834431966,0.695530891418457,0.4846518933773041,0.31379765272140503,0.48376322091735346
fever_112592,fever,0,-12.695926666259766,-3.794959864889582,0.27843838186381237,0.33613396395988376,2.319649152457714,4.458596229553223,1.2818744963442383,3.794959864889582,5.503636332949695,7.4413203897176174,6.3371880431229375,0.0,0.8258931040763855,0.709611177444458,0.9878712892532349,0.07791991531848907,0.06973257507157431,0.5043385341624388,0.7173029795454322,0.6904424428939819,0.521246870358785,0.6904422640800476,0.5212468504905701,0.24015843868255615,0.47671064348867986
fever_112757,fever,1,-15.439213752746582,-5.114689335513574,0.2571815197682547,0.3638353433414982,3.2283854071910563,6.892306327819824,1.8552889242590949,5.114689335513574,6.881016343330912,8.604104563405533,7.617491204121473,0.0,0.9016003608703613,0.8403334617614746,0.937137246131897,0.032861460000276566,0.012276364299663162,0.5334196765085769,0.7605716561044569,0.5410884618759155,0.48318947354952496,0.5410885214805603,0.48318949341773987,0.00192338228225708,0.29277675582662965
fever_112773,fever,0,-13.272890090942383,-4.496343488043005,0.15663027301216267,0.27097689645464196,3.0816330259496514,5.651970386505127,1.3516664657134605,4.496343488043005,6.047157240840185,8.157657015196472,6.972368680055901,0.0,0.8566001057624817,0.741962730884552,0.9291723966598511,0.05125603824853897,0.21117702784666462,0.3377955297720577,0.5633092509626965,0.7024895548820496,0.5041422049204508,0.7024897336959839,0.5041422843933105,0.29624027013778687,0.49349170033330125
fever_112877,fever,1,-9.49386978149414,-4.765382817480713,0.24325755459358334,0.3614143414245235,2.742610013112426,4.27014684677124,1.3369737578729652,4.765382817480713,4.641984159110808,5.680172609017068,4.764041401812461,0.0,0.7522783279418945,0.6128787994384766,0.8876084089279175,0.0812891498208046,0.007202771769306904,0.657011279685486,0.8249042539580895,0.7535304427146912,0.5005457202593485,0.7535305023193359,0.5005457401275635,0.37501972913742065,0.5678081730117128
fever_112986,fever,1,-14.18136978149414,-6.149072527885437,0.12987690157553647,0.21485890388367496,3.6160168136869157,5.337169170379639,1.71397836184408,6.149072527885437,6.981536667200886,8.322880021769905,7.5116778046282136,0.0,0.902428925037384,0.8426175713539124,0.9904083609580994,0.0478934720158577,0.08972971313585426,0.5378119730329377,0.7240411299485416,0.8115074634552002,0.5629686911900839,0.8115074634552002,0.5629686713218689,0.37243181467056274,0.6585443632434931
fever_113032,fever,1,-14.261029243469238,-6.677240947882335,0.04463324944773225,0.0803228461372456,3.013210932413737,6.038792610168457,1.5491891152452189,6.677240947882335,6.315358001522335,7.820840879907344,6.908419402070984,0.0,0.8750170469284058,0.7634304761886597,0.9427777528762817,0.05545004829764366,0.00458196285627129,0.8775669003377479,0.9364924687407383,0.6829819679260254,0.5477732022603353,0.6829817891120911,0.5477731823921204,0.19057506322860718,0.4664642463854136
fever_113127,fever,1,-18.88190269470215,-7.115509355068207,0.17415177086906236,0.2586090218795175,3.477252995967865,6.7474164962768555,1.8760246569789962,7.115509355068207,8.700347734514084,10.39317125254869,9.346904778190735,0.0,0.7461429834365845,0.5527981519699097,0.8714754581451416,0.10588390380144119,0.4087432977761957,0.1139460809956572,0.35260139160973075,0.7253948450088501,0.5482111871242523,0.7253949642181396,0.5482112765312195,0.25957271456718445,0.5261977676392178
fever_113188,fever,1,-14.461345672607422,-3.946236464456888,0.28860284048802143,0.35828597670110796,2.6111996294930577,5.868625164031982,1.716927614209752,3.946236464456888,5.98204532519149,8.24564690087386,6.97776799091256,0.0,0.8222702741622925,0.7090467214584351,0.9287029504776001,0.06800628453493118,0.23642774460921534,0.3123158865905034,0.537944070990644,0.5422316789627075,0.3331705927848816,0.5422316789627075,0.3331705927848816,0.3126204013824463,0.2940151936707167
fever_113297,fever,0,-13.74386978149414,-5.647693191255842,0.16988192871073288,0.18198308097613933,3.077241199357169,4.221561431884766,1.1970055966720134,5.647693191255842,6.373319789577012,7.923348211930154,6.973208127829577,0.0,0.7574671506881714,0.587924599647522,0.8923062086105347,0.09013282507658005,0.029403362788748794,0.746215732988089,0.8584061850996701,0.778350830078125,0.6343255639076233,0.7783507108688354,0.6343254446983337,0.15940386056900024,0.6058299218966567
fever_113341,fever,0,-21.221689224243164,-7.9887568439756125,0.11147518063943739,0.18659683775467661,3.6522891180855885,6.065927028656006,1.6810192128032266,7.9887568439756125,9.183160024681118,10.979615621651249,9.991725769456725,0.0,0.8683263659477234,0.7714080810546875,0.9317775964736938,0.046936143189668655,0.05346704951453842,0.7961218990545305,0.871327424769996,0.5767674446105957,0.4712536533673604,0.5767673850059509,0.4712536334991455,0.15741264820098877,0.33266065078461793
